,reviews,stars
605,"la aplicación funciona excelente, sólo como sugerencia, falta la opción de elegir más de una región al momento de las busquedas, ya que para personas que viven cerca de los límites sería mas facil, al igual que para personas que viajan entre regiones, o busquedas por área, también sería una buena opción",Calificación: 5 de cinco estrellas
606,"Y no pueden hacer la app más manejable? No se puede enviar un archivo de primera, hay que escribir y después esperar un siglo a que se actualicen los mensajes enviados y recibidos, porque tampoco eso lo hicieron bien, deberían mejorar las alertas ya que las personas también se tardan un año en responder, y cuando lo hacen ya es tarde porque la app es muy lenta al actualizarse, vergüenza.",Calificación: 1 de cinco estrellas
607,"He vendido varias cosas, como muebles, herramientas etc.",Calificación: 5 de cinco estrellas
608,Me gusta se compra más barato .y muestra muchas opciones de compra.gracias,Calificación: 1 de cinco estrellas
609,Usualmente la app deja de funcionar,Calificación: 4 de cinco estrellas
610,"¿Qué onda la app? Hace mucho rato la ocupo y me funcionaba todo bien hasta un par de días atrás, ya no me deja poner la categoría de la publicacion que quiero subir, por lo tanto, no me deja publicar. Cierro mi sesión, desinstalo e instalo la app y abre automáticamente mi sesión 🤔, ¿cómo es posible si deje cerrada la sesión para hacer todo el proceso de nuevo? Espero que el equipo de Yapo lea, conteste y solucionen los inconvenientes, sino habrá que incursionar en otras apps.",Calificación: 3 de cinco estrellas
611,"En la última actualización hay problemas con las imágenes ya que no las muestra, solo aparecen al pinchar el anuncio..si pueden solucionarlo sería muy bueno,por eso las dos estrellas..por qué venia funcionado bien la aplicación.",Calificación: 2 de cinco estrellas
612,"Es muy buena aplicación para mi la mejor app para comprar cosas y vender cosas. Pero tengo una sugerencia que por ejemplo alguien ya aya vendido un dispositivo y se clasifique como experimentado en vender cosas, así la gente se siente más segura si quiere comprar algo en linea sin más que decir es una excelente app",Calificación: 5 de cinco estrellas
613,Anda Super mal su APP . clientes Reclaman que No llegan Las Respuestas. Quizas cuantos negocios ya se han perdido debido a este problema.. Podrian arreglar este Gran Problema....,Calificación: 1 de cinco estrellas
614,"Hola, no funciona la app desde el celular para subir una venta, no deja poner ubicacion y categoría",Calificación: 1 de cinco estrellas
615,"Súper la aplicación, lo único que no me gusta es que se demore tanto para borrar una publicación, derrepente la borró pero al día siguiente me siguen llamando por el aviso, me gustaría que se mejore eso y el tema de chat para comunicarme con la otra persona que mejore",Calificación: 3 de cinco estrellas
616,"Me gusta su aplicacion pero no puede ser que mande mensajes de publicidad un domingo a las 8:30 am. Mucha publicidad pop up, ojo con eso. Edit: Les cambié la nota por qué espero que sea error y si, no encuentro el screenshot. Si me vuelve a pasar, se los envió a los datos que me dieron, saludos.",Calificación: 4 de cinco estrellas
617,"bien, pero he tenido varios problemas para editar mis anuncios. la app dice que seran revisados luego de guardar los cambios, pero no me llega ningun correo y finalmente no hace ningun cambio, lo que perjudica actualizar mi publicacion a un precio mas atractivo. incluso aunque pague para subit el anuncio.",Calificación: 3 de cinco estrellas
618,"No me llegan las notificaciones de cuando me hacen alguna pregunta, pero por lo demás funciona perfectamente.",Calificación: 3 de cinco estrellas
619,Lejos la mejor app para vender y comprar,Calificación: 5 de cinco estrellas
620,"Muy buena, facil de usar",Calificación: 5 de cinco estrellas
621,Satisfactoria y recomendable totalmente,Calificación: 5 de cinco estrellas
622,La app no me abre por completo al abrirse no dura ni un segundo y se cierra sola,Calificación: 1 de cinco estrellas
623,"Una buena app para vender o comprar hay que tener cuidado con los vendedores y compradores, nunca realizar depositos (o entregar dinero) antes de recibir un producto y siempre revisar bien el dinero en una transacción(o ingreso de dinero en alguna cuenta)",Calificación: 4 de cinco estrellas
624,"La aplicación es muy buena, solo un detalle, hay particulares y empresas que publicar 10 o 20 productos de un mismo tipo seguido, y se forma un spam en las búsquedas sobre todo de piezas de autos, podrían limitar eso un poco, los demás todo genial.",Calificación: 5 de cinco estrellas
625,"Muy buena app, como sugerencia, seria de gran utilidad que existiera la posibildad de elegir el tamaño de las letras pensando en las personas con dificultad visual y tambien el color lo tonos grises con fondo blanco, dificulta mucho la lectura, si pudiera existir un modo oscuro seria genial!",Calificación: 4 de cinco estrellas
626,Barra porta equipaje,Calificación: 5 de cinco estrellas
627,Muy buena aplicación... Sencilla de fácil uso lo único que les sugiero es que en la búsqueda de inmuebles en el filtro de precio solo tiene para poner múltiplos de 2.000.000 tal vez sería bueno poner múltiplos de 1.000.000 solo eso lo demás todo bien,Calificación: 5 de cinco estrellas
628,"creo que es muy necesario que se mejore el sistema de chat, por que cuando alguien manda un mensaje no siempre se entera uno, deberia haber mas insistencia cuando alguien responde o mana un mensaje ya que de esto depende que vendamos rapido",Calificación: 4 de cinco estrellas
629,"Buena APP, sirve mucho para buscar y vender sin mucha complicación y de forma rápida. Aunque me molesta tener que esperar 7 días para que se borre un aviso y poder publicar otro, según mi opinión debería ser un poco menos.",Calificación: 4 de cinco estrellas
630,"hace añkos uso yapo ,en este año ha sido muy molesto usar la aicacion ,rechaza todas las publicaciones ,no se si es una medida de forzar a usar el sistema pago ,pero es muy mesto he usado mercado libre y nu ca he tenido estos inconvenientes ,si ofrecen un servicio deberian poner al menos una reglas estandar he visto las mismas publicaciones mias en otros y no estan objetadas,muy mal el yapo, no es amigable en el uso ,ya no lo recomiendo .pues es molesto recibir correos sin mediar solucion certera",Calificación: 1 de cinco estrellas
631,"Es una app excelente, me encanta, como recomendación: cuando alguien haga una búsqueda y la escriba mal, aparezcan resultados similares, porque a veces pasa que me equivoco en solo una letra y no aparece nada, sé que es error mío pero creo que de igual manera serviría! :)",Calificación: 5 de cinco estrellas
632,Muy mala a app. Por que nisiquiera se pueden ver las fotos de las publicaciones y cuando quieres ver una foto en grande no aparece nada. Me parece un pésimo servicio horrible de malo no lo descarguen no lo recomiendo para nada. Ya lo e instalado como 4 veces a ver que pasa y no es poblema del celular es la aplicación mala. Espero que lo solucionen lo antes posible o perderán a mucha gente.,Calificación: 1 de cinco estrellas
633,La aplicación nunca me ah fallado hasta ahora y veo que tienen varias quejas por lo mismo y es que no aparecen las imágenes en miniatura y aún así no han sacado una actualización para corregir el problema mal ahí Si logran solucionar el error les doy las 5 estrellas,Calificación: 2 de cinco estrellas
634,"La app es muy buena, pero solo tuve un inconveniente, que al dejar la descripción no quedaba tal cual la dejaba yo y cuando quería hacer el cambio no lo actualizaba. Pero dentro de todo, está muy buena la app es fácil de usar, tiene todas las categorías destacadas. Muy buen servicio.",Calificación: 5 de cinco estrellas
635,"Muy buena app, he vendido varias cosas por aquí. Lo único que le agregaría es que al presionar el ícono de búsqueda, levante enseguida el teclado, sin que sea necesario volver a apretar ""buscar"" para escribir.",Calificación: 5 de cinco estrellas
636,"Todo bien, pero una vez que ya estoy con los datos vigentes funcionando, me vuelve a pedir mi correo y contraseña osea empezar de cero.como que el sistema te deja fuera de un momento a otro y eso que yo ya había vendido productos por yapo.",Calificación: 4 de cinco estrellas
637,"Genial, muy rápido mi venta!!",Calificación: 5 de cinco estrellas
638,No puedo comprar para subir mi aviso y que se suba diariamente,Calificación: 1 de cinco estrellas
639,"Pésima la actualización ,ingreso a un aviso para ver el detalle y se detiene la aplicacion, me redirige a la pagina principal... debo ingresar a ma versión web que no es igual... por favor que lo genios de yapo reparen este error lo antes posible...",Calificación: 1 de cinco estrellas
640,"Muy práctica y útil, agiliza mucho el tramite de publicar. Solo les falta dar más opciones al usuario que publica, son un poco básicas y limitadas las funciones para uno que la utiliza como vendedor. Saludos.",Calificación: 5 de cinco estrellas
641,"No hay opciones para detener sus notificaciones de auto promoción dentro de la app. La aplicación es práctica para conversar fuera de las cadenas de correo, pero no me interesan sus mensajitos autoreferentes, solo sirven para molestar a sus usuarios.",Calificación: 2 de cinco estrellas
642,"Es excelente como app, sin embargo podrían mejorar en el apartado de mensajes, se que no es whatsapp, pero podrían tratar de tener un sistema parecido a fin de poder enviar con mayor fluidez mensajes e imágenes.",Calificación: 5 de cinco estrellas
643,mala la aplicacion porque la instale una vez y era demaciada lenta teniendo un buen internet y no cambia las imagenes cuando sale un producto en la pagina uno ve una pura imagen y siguiente no incluso online se cae la señal y ni carga las imagenes solo carga la de inicio pero cambiar la siguiente imagen no se puede con opera mini y crome se pega y siempre dice que la pagina no carga y cuando carga salen puras letras Raras y no aparece ningun auto en la portada y me pasa con todos mis celulares,Calificación: 1 de cinco estrellas
644,"muy mala experiencia. mucho mejor resultado con mercado libre. no deja subir las fotografías, te sacan los productos de un día para otro y te llegan puras avisos por email que ya ha sido borrado, entonces tienes que otra vez tomar fotografía otra vez buscar la descripción del producto empezar a subirlo todo de nuevo una lata. mi cuenta la uso hace como 2 años y en yapo ni siquiera saben que existo y no existe mi correo mi número de teléfono .",Calificación: 1 de cinco estrellas
645,"Funcionaba bien hasta que hoy me llego una notificación de X promoción, entré a la app para eliminar notificaciones indeseables y la sorpresa es que no tiene sección de configuración. Yapos gente de yapo, no se pongan como mercadolibre. 👉",Calificación: 2 de cinco estrellas
646,Me parece buena la app. Me parece que es vista por mucha gente y se logran los objetivos para la qué fue creada,Calificación: 4 de cinco estrellas
647,Excelente app muy buena y rápido además que le permite a uno encontrar lo que busca sin tanta espera,Calificación: 4 de cinco estrellas
648,Yo cancele mi espacio publicitario 2.050y aún no sube y cuando me lo sube queda de los últimos ya no es una buena app esta malísima. Sólo cobra y no cumple como app Calificó del 1 al 7 con un 2 mala Creo que deberíamos empezar a publicitar esta app como mala en Facebook y más lados .,Calificación: 1 de cinco estrellas
649,"He subido avisos y no los sube, y el contenido es para todo público, es de arriendo de una cabaña de playa, la he subido concurridas veces y no se por qué no me lo permite, di aviso a la app y me pidieron datos de todo tipo, los cuales me di la paja de enviarle todos los datos que me pidió para facilitar la ""ayuda y búsqueda"" y no pasó nada.",Calificación: 1 de cinco estrellas
650,"Es buena la app y me sirvió un montón en su momento, pero desde hace tiempo ya.. no dejan borrar el aviso y volver a publicarlo enseguida. Punto negativo, muy mal. Estar esperando 7 días para poder volver a publicar es ilógico",Calificación: 4 de cinco estrellas
651,Hola acabó de actualizar su aplicación a la Versión 14.3.1.0 y está presentando problemas al visualizar las imagenes de los anuncios al inició. Favor de revisar ya que tuve que desinstalar la actualización e instalar una versión más antigua 13.7.1.0 la cual si funciona correctamente.,Calificación: 5 de cinco estrellas
652,"La aplicación quedó muy mala después de la ultima actualización, en las vistas preliminares las fotos no cargan, y una vez entrando a un aviso tampoco cargan las fotos al querer visualizarlas, mal muy mal, la aplicación la estoy utilizando desde un Samsung Galaxy S8.",Calificación: 1 de cinco estrellas
653,"Me encanta que te de la notificaciones al instante, no como otras que uso",Calificación: 5 de cinco estrellas
654,Una excelente app muy eficiente,Calificación: 5 de cinco estrellas
655,"La app a cambiado pero para peor, no se pueden poner link, no puedes eliminar y volver a subir los avisos con lo cual siempre estas al final de la lista y no vendes nada. Diganme porque ahora tenemos q pagar algo que siempre fue gratis. Yo no pago nada.",Calificación: 1 de cinco estrellas
656,"Es buena pero lo que no me gusta ed que despues de 2 meses de tener la app instalada ya no quiere abrir, o abre y se cierra al instante y hay que desinstalarla y volverla a instalar para que funcione y es un fastidio.",Calificación: 3 de cinco estrellas
657,"han mejorado, pero a veces las notificaciones de mensajes de compradores no me llegan, pero para las de publicidad son como tontos! A la espera de que sea tan funcional como la de Mercadolibre por ejemplo.",Calificación: 3 de cinco estrellas
658,"si me dieran una palabra para describirla sería ""mala"" se traba toda y no da seguridad tiene muchos problemas no deja ni publicar y si uno pide ayuda no lo toman en cuenta y no lo arreglan la peor aplicación que e visto para que la aplicación sirva y tenga buenas reseñas tienen que areglar todas estas cosas y dar seguridad",Calificación: 1 de cinco estrellas
659,"muy mala aplicación, no muestra la información real de mis avisos (algunos aparecen dados de baja), no me llegan las notificaciones de mensajes, no me deja responder mensajes ya que ni siquiera puedo ingresar a verlos. DESINSTALANDO",Calificación: 1 de cinco estrellas
660,"He logrado vender y comprar bastantes articulos en muy buen estado,me ha servido para poder vendr cosas que no uso y que estan en buen estado,la casilla de mensajes es lo mejor,funciona casi como un chat,gracias.",Calificación: 5 de cinco estrellas
661,Buenísima pude comprar lo que buscaba a un muy buen precio. Me gustaría que no cambiaran su sistema y que siga siendo gratuito tanto como para el vendedor como al Comprador Saludos. Todo bien hasta que se pusieron a cobrar por venta de vehículos,Calificación: 1 de cinco estrellas
662,"Buena aplicación, pero me gustaría que tuviera un poco más de filtros a publicaciones para evitar posible aprovechamiento para hechos ilícitos. Por ejemplo al ofrecer un trabajo, solicitando documentación que no corresponde y que hoy en día se presta solo para engaños.",Calificación: 4 de cinco estrellas
663,Muy buena aplicación cuenta con todo lo necesario para compra venta y transacciones por internet 👍👍,Calificación: 5 de cinco estrellas
664,"Ya no se puede subir fotos al.hacer una publicación, la página se cae cada vez que se intenta subir fotos.",Calificación: 2 de cinco estrellas
665,La app ha mejorado ya no se queda estática como antes pero aun tiene errores en los guardados de favoritos estos se repiten como 20 veces y al eliminar un anuncio favorito este no se borra ya que tendria que borrarlo 20 veces tienen que arreglar eso ya que con tantas repeticiones no logro encontrar el anuncio que guarde,Calificación: 3 de cinco estrellas
666,"En general me funciona bien la aplicación, aunque desde ayer no me permite publicar. Igual pase una muy mala experiencia, porque me intentaron estafar desde Estados Unidos porque extragieron mi número de Yapo, asi que no lo publico, porque tuve que abrir nueva cuenta, ya que la anterir no hubo caso de poder borrar. Seria bueno que pusieran sistema de puntuación del comprador y vendedor, porque me a pasado que confirman para comprar y luego pasa el tiempo y NI SIQUIERA avisan que se arrepintieron",Calificación: 3 de cinco estrellas
667,APLICACIÓN INSERVIBLE Esta aplicación se a convertido en una aplicación inservible no funciona la opción categoría por lo tanto no se puede publicar sin llenar todos los espacios y opciones solicitadas esto es grave pues la hace una app inútil ocupa solo memoria y datos que sentido tiene que los desarrolladores tengan una aplicación así en google play si no la actualizan y arreglan,Calificación: 1 de cinco estrellas
668,"Las fotos de las publicaciones la mayoría de las veces no se muestran, a pesar de que uno le coloca fotos la aplicación y la página muestra las publicaciones sin foto. Y muchas veces uno publica y la publicación desaparece...",Calificación: 1 de cinco estrellas
669,"Muy buena app para vender y comprar productos. Sin embargo, tienen que tener cuidado con personas que piden datos de transferencia sin ver el producto o códigos que llegan al correo para supuestamente hacer la transferencia. Lo que generalmente son estafas",Calificación: 5 de cinco estrellas
670,"Penca la aplicación, no se puede configurar por sector o ciudad. No aparece imagen del producto . Muy mala y atrasada en relación a otras aplicaciones similares que si tiene rango de precio, fotografías del producto, y formato para elegir el rango de distancias entre ciudades del comprador y vendedor. Muy mala aplicación, muy retrasada , mucho por corregir y por ponerse a la altura de la competencia que los lleva por lejos .",Calificación: 1 de cinco estrellas
671,Muy bueno hay muchas ofertas,Calificación: 5 de cinco estrellas
672,"yapo en si misma es una plataforma sencilla y hasta simplona, no obstante es el equipo de gente que trabaja en ella la que hace de este medio un servicio de una calidad sobresaliente, plataforma indispensable de compra y venta. Felicidades",Calificación: 5 de cinco estrellas
673,"Es buena. Faltan filtros para vehículos mas estrictos. por ejemplo, busco un automóvil de 2016 pero aparecen vehículos en cuya descripción admiten que son de otro año. Es un tema de control de calidad de la publicación.",Calificación: 4 de cinco estrellas
674,"Esta bien, pero no me gusta que sea tan complejo subir un anuncio en el sentido que se demore tanto tiempo por la revisión, y también que no se pueda subir un anuncio parecido después de haber borrado el anterior.",Calificación: 3 de cinco estrellas
675,"le doy 2 estrellas porque para buscar anuncios nada que decir... pero para publicar...? pude hacerlo sólo una vez Y cada vez que quise hacerlo después llegaba el típico anuncio ""no se pudo publicar"". me aburrí,elimine mi otro anuncio , espere el tiempo que exigen para volver a publicar y sale lo mismo. En este momento la desinstalare.. Ya no me sirve2",Calificación: 2 de cinco estrellas
676,"se cae la app, no se pueden revisar los mensajes y publicaciones, Yapo.cl he desinstalado e instalado la app como 10 veces, si ustedes no han cambiado la versión en play store no hay nada mas que hacer. Ocurre tanto en la app como en la web, en la web no existe ell modo de ver los mensajes.",Calificación: 1 de cinco estrellas
677,"Muy buena app, lo único malo es que cuando se busca un vehículo (que regularmente lo hago) se borran todos los datos de kilometraje, año, marca y modelo al momento de volver atrás. Se podría corregir eso, es un pequeño detalle.",Calificación: 5 de cinco estrellas
678,"la encuentro bastante práctica, recuerdo cuando había que estar prendiendo el computador para subir algo y estar pendiente del correo, ahora es todo por la aplicación simplificando bastante.",Calificación: 5 de cinco estrellas
679,"Excelente aplicación, fácil de usar, el único detalle es que no faltan los estafadores que la usan, y por mas que uno advierta lo sucedido dicen que no pueden hacer nada, para las 5 estrellas solo les falta poner un poco más de ojo en los ""ofertones"".",Calificación: 4 de cinco estrellas
680,Lo único que falta es que cuando lleguen los mensajes que la aplicación avise que hay nuevos mensajes para responder a la brevedad uno tiene que estar revisando y se da cuanta que hay mensajes de días sin responder.,Calificación: 3 de cinco estrellas
681,Es un buen servicio,Calificación: 5 de cinco estrellas
682,"¿Existe algun filtro para la publicaciones o algo así? porque aparece cada estupido culiao publicando avisos de trabajo, pidiendo una montonera de documentos para una simple ""postulación""...y se nota de lejos que son avisos de trabajo falsos! ¿hasta cuando van a permitir que estos weones se aprovechen de las necesidades de las personas?",Calificación: 1 de cinco estrellas
683,"Muy buena, pero últimamente no puedo publicar porque al querer marcar ""Categoría"" no sale ninguna opción, y al intentar publicar sin ésta me dice ""Ti aviso no se puede publicar porque aún no seleccionas la categoría"" Siendo que no hay nada para seleccionar 🤷🏻‍♀️",Calificación: 3 de cinco estrellas
684,"Acabo de descargar la App por Play store, pero al abrirla no me aparecen las fotos de las publicaciones, pero al ingresar a yapo por el buscador de Google si aparecen las fotos. Con la última actualización quedó con el mismo problema la app",Calificación: 2 de cinco estrellas
685,"Me gusta la aplicacion tiene buenos filtros de busqueda y buena navegacion,el unico problema esque no me deja abrir los mensajes,se reinicia la aplicacion. Ya la desintale y la volvi a intalar y sigue igual.",Calificación: 3 de cinco estrellas
686,"El sistema necesita si o si su actualizacion con la privacidad del vendedor, la plataforma completa, ya que publique 2 productos y en menos de 24 horas, 3 personas tratando de estafar pidiendo claves de banco supuestamente para poder añadirte de contacto y otros preguntando si vendes mas cosas ademas de el producto ya publicado para intentar estafarte, se le entrega toda la informacion, y estos hacen uso de esa informacion maliciosamente. Los datos de compra/venta deben ser si o si privados.",Calificación: 1 de cinco estrellas
687,"Llevo días sin poder visualizar las imágenes están en blanco, instale y desinstale la aplicación y nada en el sitio web si logro visualizar el tema que no me acomoda por algo siempre he usado la aplicación espero una solución envié un correo y quedó en nada me saldrán reizes esperando :(",Calificación: 1 de cinco estrellas
688,"Es una buena plataforma, pero no tiene filtros por lo q muchas personas que te hablan, la mayoría te quiere estafar.. Eso es lo fome. En cuanto a la aplicación excelente",Calificación: 4 de cinco estrellas
689,"Excelente app, buena para vender y los productos tienen mucha visibilidad. Lo unico es q hay mucha gente mal intencionada que pide tus datos y hasta fotos del carnet, asi q cuidado con quien hagan negocio.",Calificación: 5 de cinco estrellas
690,"La app es poco fluída, poco práctica, las fotos no se suben al publicar o vender algo, tiene menús poco organizados y quita demasiado tiempo al ejecutar cualquier tarea simple. Es realmente desagradable usarlo!",Calificación: 1 de cinco estrellas
691,"muy malo el selector de años y precio en la categoría ""vehículos"". sería mejor digitar el año antes que esas barritas inútiles, que hay que tener una precisión de cirujano para moverlas !.",Calificación: 2 de cinco estrellas
692,Buena app para vender todo lo que ya no usas y solo hace espacio en la bodega. Lo único malo es que el comprador siempre pide rebaja por más que lo que ofreces ya lo tengas a buen precio y solo puedes subir 6 fotos (podrían ser más). El resto todo bien,Calificación: 5 de cinco estrellas
693,"pesimo. siempre con errores , los avisos se suben sin precio o sin fotos a pesar de que uno verifique que si le puso precio al artículo y subio las fotos y es un error bastante molesto ,yapo paso de ser una real alternativa a mercado libre , a una porquería",Calificación: 1 de cinco estrellas
694,"Lo acabo de actualizar y no muestra las fotos de los artículos, tienes que abrir artículo. Por artículo para verlas. Muy mala la actualización, la elimine y volví a instalar y continúa el problema.",Calificación: 1 de cinco estrellas
695,"Hola es un excelente medio de compra y venta ,pero...no puedo ver las fotos help gracias ;) solo se ve el escrito pero no así el producto !! Tiene que ver con la actualización o habrá que reinstalar para que vuelva a funcionar como debe ser",Calificación: 3 de cinco estrellas
696,Aveces las objeciones de parte del equipo yapo son raras o poco claras incluso tuve que modificar varias veces el aviso y aun no me cargo las fotos. Pero al final el resultado fue bueno la vendí en 3 meses aprox.,Calificación: 5 de cinco estrellas
697,"Es una buena vitrina, aunque creo que los anuncios se visualizan poco ya que el tiempo que permanecen visibles se pierde , debido a la cantidad de avisos que se publican, y aunque se pague para subir las publicaciones, igual duran poco en vitrina",Calificación: 2 de cinco estrellas
698,"es buena aplicación, la he usado bastante, pero ahora al parecer tiene una falla, ya que se bloquea al minuto de abrirla, y ya no se puede usar. Arreglen esa falla por favor. La he usado en un celular Motorola.",Calificación: 3 de cinco estrellas
699,"En varias ocasiones me sucedió que al publicar o editar un aviso me lo rechazaron. Sugiero que al rechazar una publicación o edición, propongan cómo dejar la publicación o específicamente qué editar para que fuera aceptada. Sería bueno, para poder saber qué es lo incorrecto y corregirlo. Por todo lo demás, Yapo me parece genial, los artículos realmente tienen vistas y se obtienen contactos. Voy a seguir usando la plataforma para otras ventas y compras. Sólo arreglar ese pequeño defecto.",Calificación: 5 de cinco estrellas
700,"Muy buena app. Pero debiese tener la opcion en filtros de elegir mas de una region al buscar, tambien la opcion de guardar la busqueda para que no se borre cada vez que se ingresa nuevamente.",Calificación: 4 de cinco estrellas
701,"Si me han contactado de trabajos pero sigue siendo un poco informal porque en muchos casos me contactan para trabajos muy indecentes y pienso que si pudiesen colocarle un filtro a ese tema, sería más ameno el uso de la aplicación. Así mismo, sería más fácil contactar al empleador si este, se asegurara de colocar detalladamente un contacto (correo o tlf) que generalmente no lo colocan y uno no puede enviarles el CV. En la búsqueda de arriendos igual, a veces la información no es detallada",Calificación: 2 de cinco estrellas
702,"La app funciona bien, el problema ""grave"" a mi modo de ver, es ese algoritmo que rechaza los anuncios por motivos inexistentes y debes estar apelando una y otra vez, he vendido muchas cosas por facebook en minutos, mientras yapo me rechaza los anuncios por errores de su sistema.",Calificación: 3 de cinco estrellas
703,"Hola, antes de la última actualización funcionaba excelente, ahora no me muestra las miniaturas y al agrandar las imágenes no carga nunca, espero lo puedan solucionar,saludos.",Calificación: 1 de cinco estrellas
704,"Actualicé y ahora no se ven fotos de lista principal. Pésimo. Con la última actualización se ven las fotos principales pero al abrir el aviso , siguen sin cargar. No se pueden ver en modo galería. Solucionado sólo parte del problema.",Calificación: 2 de cinco estrellas
705,"Después de la última actualización del 30 de Octubre no se pueden ver las fotos de las publicaciones, versión 14.3.1.0, antes funcionaba sin problemas, favor corregir a la brevedad!! Saludos",Calificación: 4 de cinco estrellas
706,"La aplicación en si es buena, a pesar que ya no se ven las fotos en la app...mientras solucionan el problema podrían subir nuevamente la que funciona bien hasta que puedan solucionar el problema",Calificación: 4 de cinco estrellas
707,"Desde la actualización anterior no se podian ver las fotos del producto en tamaño completo, tampoco en la página principal. Solo al pinchar el anuncio, pero como imagen a tamaño recortado. Ahora sí después de actualizar",Calificación: 5 de cinco estrellas
708,Es rápida y funciona muy bien,Calificación: 5 de cinco estrellas
709,"Estaba bueno, hasta que hace unos dias no comenzo aplicar los filtros y se hace muy incómodo buscar asi:(",Calificación: 3 de cinco estrellas
710,"es MUY buena app se las recomiendo a Todos y sobre todo, me ayudo a encontrar casa muy rapido, Gracias por crear esta app!!! ♡",Calificación: 5 de cinco estrellas
711,"Excelente aplicación, siempre compro y vendo cosas por esta app, muy buena! Aunque deberían exigir siempre el número de teléfono que a veces no lo tiene creo, pero lo demás muy bacán.",Calificación: 5 de cinco estrellas
712,"Buena aplicación en general, pero desde hace un tiempo no permite ordenar las ofertas por precio, además quisiera saber por qué algunas publicaciones tienen la opción ""comprar"" y mi publicacion no. Saludos",Calificación: 3 de cinco estrellas
713,"Lo único que falta a esta aplicación es....que cuando un aviso sale rechazado por equivocarnos en la Categoria nos de la alternativa o sugerencia de cual es la correcta, así sería más expedito. Gracias",Calificación: 4 de cinco estrellas
714,"muy buena app pero desde la última actualización se comenzaron a pixelear las fotos en el momento de publicar un aviso, espero solucionen el problema. por lo demás... todo ok. (versión 13.5.3.0)",Calificación: 4 de cinco estrellas
715,"Excelente aplicación, sería bastante cómodo que dejen historial de búsqueda y que al momento de querer buscar algo que ya habías buscado te lo sugiera la misma aplicación. Eso y suerte.",Calificación: 5 de cinco estrellas
716,"Un asco la app, si no públicas por un computador tienes que reintentar miles de veces para cuando ""al fin se sube"" el aviso no esté en tu cuenta. Chao de mi cel....puro ocupa espacio y no sirve de nada",Calificación: 1 de cinco estrellas
717,"Tiene varios bugs, me aparecen duplicados las ventas. Para seleccionar las fotos deberían poder elegir todas de una vez, como en Marketplace, es muy tedioso subir las fotos una por una.",Calificación: 4 de cinco estrellas
718,pesima la aplicacion de yapo ponen muchas trabas para poder publicar. ahora para publicar un vehiculo piden fotos del poder notarial o transferencia. padron. patente etc. simplemente no se puede publicar y demora la solucion. tambien si es primera publicacion te ponen como profesional para poder cobrarte altiro por el aviso. o dicen que tu aviso esta repetido cosa que no es asi. despues piden disculpas hay solucion luego de nuevo otro error y asi. ya me aburrio yapo,Calificación: 1 de cinco estrellas
719,"Me gusta la App, pero hace unos días que ya no me aparecen las imágenes, si pincho sobre los cuadros en blanco ,si lo hacen. Desinstalé e instalé la App , el problema persiste .",Calificación: 4 de cinco estrellas
720,"Genial App, aunque se debe tener cuidado por qie existen supuestos compradores que solo piden datos para robar, fuera de eso la app esta muy recomendada. Claro que pagando puedes vender mas rapido pero muchos la usan por lo qie vender algo no es tan dificil.",Calificación: 4 de cinco estrellas
721,"Facil de usar, amigable, masiva y lo mas importante, gratis.",Calificación: 5 de cinco estrellas
722,"Buena,pero algunos lo usan para clonar papeles y patentes,ya que no hay filtros",Calificación: 4 de cinco estrellas
723,Muy buena y confiable,Calificación: 5 de cinco estrellas
724,Fácil de y práctica de usar,Calificación: 5 de cinco estrellas
725,"Buena la app, muy influyente muy popular",Calificación: 4 de cinco estrellas
726,"Es la mejor en su género, quizás debiera tener un soporte regional, sudamericano, es de uso simple y con posibilidad de incorporar filtros, los cuales son muy adecuados",Calificación: 5 de cinco estrellas
727,"Imposible publicar un aviso. Cada vez que elegía una categoría, se borraba la ubicación. Elegía la ubicación y se borraba la categoría. Tampoco subió las fotos, ni una.",Calificación: 1 de cinco estrellas
728,"Es muy bueno para vender, hacer compras, buscar empleo. Todo es super rápido. Estoy satisfecha y contenta con usar esta aplicación.. Sin dudas de las mejores. Encuentras todo lo que buscas y buenas ofertas..",Calificación: 5 de cinco estrellas
729,"Las imagenes se estan subiendo en mala calidad, antes esto no sucedia y por lo que he visto en otras publicaciones no soy el unico afectado, afecta mucho al momento de mostrar el estado de tu producto, ojala puedan solucionarlo por favor. App utilizada en samsung j7 .",Calificación: 3 de cinco estrellas
730,La app cumple. Lo malo que tiene es que te llegan las notificaciones por la app y por correo. No pude encontrar la forma de solucionar ésto. A veces la conversación con los compradores no es tan fluida.,Calificación: 3 de cinco estrellas
731,"Con la última actualización ya no muestra las fotos de los artículos, hay que entrar al aviso para poder verlas, espero que saquen otra actualización solucionando este problema.",Calificación: 1 de cinco estrellas
732,Buena. Se vende...pero hay mucha competencia. Pero es una plataforma positiva. Grscias,Calificación: 4 de cinco estrellas
733,"Excelente, se vende lo que publicas.",Calificación: 5 de cinco estrellas
734,"Muy buena, tuve un problema con la publicación pero de inmediato dieron solución y lo más importante, responden de inmediato",Calificación: 5 de cinco estrellas
735,"Esta es la mejor App para lograr vender, regalar oh cambiar especies , muy efectiva",Calificación: 5 de cinco estrellas
