,Unnamed: 0,reviews,stars,rating,sentiment,class,clean_reviews,clean_reviews_nb
673,673,"Es buena. Faltan filtros para vehículos mas estrictos. por ejemplo, busco un automóvil de 2016 pero aparecen vehículos en cuya descripción admiten que son de otro año. Es un tema de control de calidad de la publicación.",Calificación: 4 de cinco estrellas,4,positive,2,"es buena. faltan filtros para vehículos mas estrictos. por ejemplo, busco un automóvil de 2016 pero aparecen vehículos en cuya descripción admiten que son de otro año. es un tema de control de calidad de la publicación.",es buena  faltan filtros para vehiculos mas estrictos  por ejemplo  busco un automovil de 2016 pero aparecen vehiculos en cuya descripcion admiten que son de otro año  es un tema de control de calidad de la publicacion 
674,674,"Esta bien, pero no me gusta que sea tan complejo subir un anuncio en el sentido que se demore tanto tiempo por la revisión, y también que no se pueda subir un anuncio parecido después de haber borrado el anterior.",Calificación: 3 de cinco estrellas,3,neutral,1,"esta bien, pero no me gusta que sea tan complejo subir un anuncio en el sentido que se demore tanto tiempo por la revisión, y también que no se pueda subir un anuncio parecido después de haber borrado el anterior.",esta bien  pero no me gusta que sea tan complejo subir un anuncio en el sentido que se demore tanto tiempo por la revision  y tambien que no se pueda subir un anuncio parecido despues de haber borrado el anterior 
675,675,"le doy 2 estrellas porque para buscar anuncios nada que decir... pero para publicar...? pude hacerlo sólo una vez Y cada vez que quise hacerlo después llegaba el típico anuncio ""no se pudo publicar"". me aburrí,elimine mi otro anuncio , espere el tiempo que exigen para volver a publicar y sale lo mismo. En este momento la desinstalare.. Ya no me sirve2",Calificación: 2 de cinco estrellas,2,negative,0,"le doy 2 estrellas porque para buscar anuncios nada que decir... pero para publicar...? pude hacerlo sólo una vez y cada vez que quise hacerlo después llegaba el típico anuncio ""no se pudo publicar"". me aburrí,elimine mi otro anuncio , espere el tiempo que exigen para volver a publicar y sale lo mismo. en este momento la desinstalare.. ya no me sirve2","le doy 2 estrellas porque para buscar anuncios nada que decir    pero para publicar   ? pude hacerlo solo una vez y cada vez que quise hacerlo despues llegaba el tipico anuncio ""no se pudo publicar""  me aburri elimine mi otro anuncio   espere el tiempo que exigen para volver a publicar y sale lo mismo  en este momento la desinstalare   ya no me sirve2"
676,676,"se cae la app, no se pueden revisar los mensajes y publicaciones, Yapo.cl he desinstalado e instalado la app como 10 veces, si ustedes no han cambiado la versión en play store no hay nada mas que hacer. Ocurre tanto en la app como en la web, en la web no existe ell modo de ver los mensajes.",Calificación: 1 de cinco estrellas,1,negative,0,"se cae la app, no se pueden revisar los mensajes y publicaciónes, yapo.cl he desinstalado e instalado la app como 10 veces, si ustedes no han cambiado la versión en play store no hay nada mas que hacer. ocurre tanto en la app como en la web, en la web no existe ell modo de ver los mensajes.",se cae la app  no se pueden revisar los mensajes y publicaciones  yapo cl he desinstalado e instalado la app como 10 veces  si ustedes no han cambiado la version en play store no hay nada mas que hacer  ocurre tanto en la app como en la web  en la web no existe ell modo de ver los mensajes 
677,677,"Muy buena app, lo único malo es que cuando se busca un vehículo (que regularmente lo hago) se borran todos los datos de kilometraje, año, marca y modelo al momento de volver atrás. Se podría corregir eso, es un pequeño detalle.",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena app, lo único malo es que cuando se busca un vehículo (que regularmente lo hago) se borran todos los datos de kilometraje, año, marca y modelo al momento de volver atrás. se podría corregir eso, es un pequeño detalle.",muy buena app  lo unico malo es que cuando se busca un vehiculo (que regularmente lo hago) se borran todos los datos de kilometraje  año  marca y modelo al momento de volver atras  se podria corregir eso  es un pequeño detalle 
678,678,"la encuentro bastante práctica, recuerdo cuando había que estar prendiendo el computador para subir algo y estar pendiente del correo, ahora es todo por la aplicación simplificando bastante.",Calificación: 5 de cinco estrellas,5,positive,2,"la encuentro bastante práctica, recuerdo cuando había que estar prendiendo el computador para subir algo y estar pendiente del correo, ahora es todo por la aplicación simplificando bastante.",la encuentro bastante practica  recuerdo cuando habia que estar prendiendo el computador para subir algo y estar pendiente del correo  ahora es todo por la aplicacion simplificando bastante 
679,679,"Excelente aplicación, fácil de usar, el único detalle es que no faltan los estafadores que la usan, y por mas que uno advierta lo sucedido dicen que no pueden hacer nada, para las 5 estrellas solo les falta poner un poco más de ojo en los ""ofertones"".",Calificación: 4 de cinco estrellas,4,positive,2,"excelente aplicación, fácil de usar, el único detalle es que no faltan los estafadores que la usan, y por mas que uno advierta lo sucedido dicen que no pueden hacer nada, para las 5 estrellas solo les falta poner un poco más de ojo en los ""ofertones"".","excelente aplicacion  facil de usar  el unico detalle es que no faltan los estafadores que la usan  y por mas que uno advierta lo sucedido dicen que no pueden hacer nada  para las 5 estrellas solo les falta poner un poco mas de ojo en los ""ofertones"" "
680,680,Lo único que falta es que cuando lleguen los mensajes que la aplicación avise que hay nuevos mensajes para responder a la brevedad uno tiene que estar revisando y se da cuanta que hay mensajes de días sin responder.,Calificación: 3 de cinco estrellas,3,neutral,1,lo único que falta es que cuando lleguen los mensajes que la aplicación avise que hay nuevos mensajes para responder a la brevedad uno tiene que estar revisando y se da cuanta que hay mensajes de días sin responder.,lo unico que falta es que cuando lleguen los mensajes que la aplicacion avise que hay nuevos mensajes para responder a la brevedad uno tiene que estar revisando y se da cuanta que hay mensajes de dias sin responder 
681,681,Es un buen servicio,Calificación: 5 de cinco estrellas,5,positive,2,es un buen servicio,es un buen servicio
682,682,"¿Existe algun filtro para la publicaciones o algo así? porque aparece cada estupido culiao publicando avisos de trabajo, pidiendo una montonera de documentos para una simple ""postulación""...y se nota de lejos que son avisos de trabajo falsos! ¿hasta cuando van a permitir que estos weones se aprovechen de las necesidades de las personas?",Calificación: 1 de cinco estrellas,1,negative,0,"¿existe algun filtro para la publicaciónes o algo así? porque aparece cada estupido culiao publicando avisos de trabajo, pidiendo una montonera de documentos para una simple ""postulación""...y se nota de lejos que son avisos de trabajo falsos! ¿hasta cuando van a permitir que estos weones se aprovechen de las necesidades de las personas?","¿existe algun filtro para la publicaciones o algo asi? porque aparece cada estupido culiao publicando avisos de trabajo  pidiendo una montonera de documentos para una simple ""postulacion""   y se nota de lejos que son avisos de trabajo falsos! ¿hasta cuando van a permitir que estos weones se aprovechen de las necesidades de las personas?"
683,683,"Muy buena, pero últimamente no puedo publicar porque al querer marcar ""Categoría"" no sale ninguna opción, y al intentar publicar sin ésta me dice ""Ti aviso no se puede publicar porque aún no seleccionas la categoría"" Siendo que no hay nada para seleccionar 🤷🏻‍♀️",Calificación: 3 de cinco estrellas,3,neutral,1,"muy buena, pero últimamente no puedo publicar porque al querer marcar ""categoría"" no sale ninguna opción, y al intentar publicar sin ésta me dice ""ti aviso no se puede publicar porque aún no selecciónas la categoría"" siendo que no hay nada para selecciónar 🤷🏻‍♀️","muy buena  pero ultimamente no puedo publicar porque al querer marcar ""categoria"" no sale ninguna opcion  y al intentar publicar sin esta me dice ""ti aviso no se puede publicar porque aun no seleccionas la categoria"" siendo que no hay nada para seleccionar 🤷🏻‍♀️"
684,684,"Acabo de descargar la App por Play store, pero al abrirla no me aparecen las fotos de las publicaciones, pero al ingresar a yapo por el buscador de Google si aparecen las fotos. Con la última actualización quedó con el mismo problema la app",Calificación: 2 de cinco estrellas,2,negative,0,"acabo de descargar la app por play store, pero al abrirla no me aparecen las fotos de las publicaciónes, pero al ingresar a yapo por el buscador de google si aparecen las fotos. con la última actualización quedó con el mismo problema la app",acabo de descargar la app por play store  pero al abrirla no me aparecen las fotos de las publicaciones  pero al ingresar a yapo por el buscador de google si aparecen las fotos  con la ultima actualizacion quedo con el mismo problema la app
685,685,"Me gusta la aplicacion tiene buenos filtros de busqueda y buena navegacion,el unico problema esque no me deja abrir los mensajes,se reinicia la aplicacion. Ya la desintale y la volvi a intalar y sigue igual.",Calificación: 3 de cinco estrellas,3,neutral,1,"me gusta la aplicación tiene buenos filtros de busqueda y buena navegación,el unico problema esque no me deja abrir los mensajes,se reinicia la aplicación. ya la desintale y la volvi a intalar y sigue igual.",me gusta la aplicacion tiene buenos filtros de busqueda y buena navegacion el unico problema esque no me deja abrir los mensajes se reinicia la aplicacion  ya la desintale y la volvi a intalar y sigue igual 
686,686,"El sistema necesita si o si su actualizacion con la privacidad del vendedor, la plataforma completa, ya que publique 2 productos y en menos de 24 horas, 3 personas tratando de estafar pidiendo claves de banco supuestamente para poder añadirte de contacto y otros preguntando si vendes mas cosas ademas de el producto ya publicado para intentar estafarte, se le entrega toda la informacion, y estos hacen uso de esa informacion maliciosamente. Los datos de compra/venta deben ser si o si privados.",Calificación: 1 de cinco estrellas,1,negative,0,"el sistema necesita si o si su actualización con la privacidad del vendedor, la plataforma completa, ya que publique 2 productos y en menos de 24 horas, 3 personas tratando de estafar pidiendo claves de banco supuestamente para poder añadirte de contacto y otros preguntando si vendes mas cosas ademas de el producto ya publicado para intentar estafarte, se le entrega toda la información, y estos hacen uso de esa información maliciosamente. los datos de compra/venta deben ser si o si privados.",el sistema necesita si o si su actualizacion con la privacidad del vendedor  la plataforma completa  ya que publique 2 productos y en menos de 24 horas  3 personas tratando de estafar pidiendo claves de banco supuestamente para poder añadirte de contacto y otros preguntando si vendes mas cosas ademas de el producto ya publicado para intentar estafarte  se le entrega toda la informacion  y estos hacen uso de esa informacion maliciosamente  los datos de compra/venta deben ser si o si privados 
687,687,"Llevo días sin poder visualizar las imágenes están en blanco, instale y desinstale la aplicación y nada en el sitio web si logro visualizar el tema que no me acomoda por algo siempre he usado la aplicación espero una solución envié un correo y quedó en nada me saldrán reizes esperando :(",Calificación: 1 de cinco estrellas,1,negative,0,"llevo días sin poder visualizar las imágenes están en blanco, instale y desinstale la aplicación y nada en el sitio web si logro visualizar el tema que no me acomoda por algo siempre he usado la aplicación espero una solución envié un correo y quedó en nada me saldrán reizes esperando :(",llevo dias sin poder visualizar las imagenes estan en blanco  instale y desinstale la aplicacion y nada en el sitio web si logro visualizar el tema que no me acomoda por algo siempre he usado la aplicacion espero una solucion envie un correo y quedo en nada me saldran reizes esperando  (
688,688,"Es una buena plataforma, pero no tiene filtros por lo q muchas personas que te hablan, la mayoría te quiere estafar.. Eso es lo fome. En cuanto a la aplicación excelente",Calificación: 4 de cinco estrellas,4,positive,2,"es una buena plataforma, pero no tiene filtros por lo q muchas personas que te hablan, la mayoría te quiere estafar.. eso es lo fome. en cuanto a la aplicación excelente",es una buena plataforma  pero no tiene filtros por lo q muchas personas que te hablan  la mayoria te quiere estafar   eso es lo fome  en cuanto a la aplicacion excelente
689,689,"Excelente app, buena para vender y los productos tienen mucha visibilidad. Lo unico es q hay mucha gente mal intencionada que pide tus datos y hasta fotos del carnet, asi q cuidado con quien hagan negocio.",Calificación: 5 de cinco estrellas,5,positive,2,"excelente app, buena para vender y los productos tienen mucha visibilidad. lo unico es q hay mucha gente mal intenciónada que pide tus datos y hasta fotos del carnet, asi q cuidado con quien hagan negocio.",excelente app  buena para vender y los productos tienen mucha visibilidad  lo unico es q hay mucha gente mal intencionada que pide tus datos y hasta fotos del carnet  asi q cuidado con quien hagan negocio 
690,690,"La app es poco fluída, poco práctica, las fotos no se suben al publicar o vender algo, tiene menús poco organizados y quita demasiado tiempo al ejecutar cualquier tarea simple. Es realmente desagradable usarlo!",Calificación: 1 de cinco estrellas,1,negative,0,"la app es poco fluída, poco práctica, las fotos no se suben al publicar o vender algo, tiene menús poco organizados y quita demasiado tiempo al ejecutar cualquier tarea simple. es realmente desagradable usarlo!",la app es poco fluida  poco practica  las fotos no se suben al publicar o vender algo  tiene menus poco organizados y quita demasiado tiempo al ejecutar cualquier tarea simple  es realmente desagradable usarlo!
691,691,"muy malo el selector de años y precio en la categoría ""vehículos"". sería mejor digitar el año antes que esas barritas inútiles, que hay que tener una precisión de cirujano para moverlas !.",Calificación: 2 de cinco estrellas,2,negative,0,"muy malo el selector de años y precio en la categoría ""vehículos"". sería mejor digitar el año antes que esas barritas inútiles, que hay que tener una precisión de cirujano para moverlas !.","muy malo el selector de años y precio en la categoria ""vehiculos""  seria mejor digitar el año antes que esas barritas inutiles  que hay que tener una precision de cirujano para moverlas ! "
692,692,Buena app para vender todo lo que ya no usas y solo hace espacio en la bodega. Lo único malo es que el comprador siempre pide rebaja por más que lo que ofreces ya lo tengas a buen precio y solo puedes subir 6 fotos (podrían ser más). El resto todo bien,Calificación: 5 de cinco estrellas,5,positive,2,buena app para vender todo lo que ya no usas y solo hace espacio en la bodega. lo único malo es que el comprador siempre pide rebaja por más que lo que ofreces ya lo tengas a buen precio y solo puedes subir 6 fotos (podrían ser más). el resto todo bien,buena app para vender todo lo que ya no usas y solo hace espacio en la bodega  lo unico malo es que el comprador siempre pide rebaja por mas que lo que ofreces ya lo tengas a buen precio y solo puedes subir 6 fotos (podrian ser mas)  el resto todo bien
693,693,"pesimo. siempre con errores , los avisos se suben sin precio o sin fotos a pesar de que uno verifique que si le puso precio al artículo y subio las fotos y es un error bastante molesto ,yapo paso de ser una real alternativa a mercado libre , a una porquería",Calificación: 1 de cinco estrellas,1,negative,0,"pesimo. siempre con errores , los avisos se suben sin precio o sin fotos a pesar de que uno verifique que si le puso precio al artículo y subio las fotos y es un error bastante molesto ,yapo paso de ser una real alternativa a mercado libre , a una porquería",pesimo  siempre con errores   los avisos se suben sin precio o sin fotos a pesar de que uno verifique que si le puso precio al articulo y subio las fotos y es un error bastante molesto  yapo paso de ser una real alternativa a mercado libre   a una porqueria
694,694,"Lo acabo de actualizar y no muestra las fotos de los artículos, tienes que abrir artículo. Por artículo para verlas. Muy mala la actualización, la elimine y volví a instalar y continúa el problema.",Calificación: 1 de cinco estrellas,1,negative,0,"lo acabo de actualizar y no muestra las fotos de los artículos, tienes que abrir artículo. por artículo para verlas. muy mala la actualización, la elimine y volví a instalar y continúa el problema.",lo acabo de actualizar y no muestra las fotos de los articulos  tienes que abrir articulo  por articulo para verlas  muy mala la actualizacion  la elimine y volvi a instalar y continua el problema 
695,695,"Hola es un excelente medio de compra y venta ,pero...no puedo ver las fotos help gracias ;) solo se ve el escrito pero no así el producto !! Tiene que ver con la actualización o habrá que reinstalar para que vuelva a funcionar como debe ser",Calificación: 3 de cinco estrellas,3,neutral,1,"hola es un excelente medio de compra y venta ,pero...no puedo ver las fotos help gracias ;) solo se ve el escrito pero no así el producto !! tiene que ver con la actualización o habrá que reinstalar para que vuelva a funciónar como debe ser",hola es un excelente medio de compra y venta  pero   no puedo ver las fotos help gracias ;) solo se ve el escrito pero no asi el producto !! tiene que ver con la actualizacion o habra que reinstalar para que vuelva a funcionar como debe ser
696,696,Aveces las objeciones de parte del equipo yapo son raras o poco claras incluso tuve que modificar varias veces el aviso y aun no me cargo las fotos. Pero al final el resultado fue bueno la vendí en 3 meses aprox.,Calificación: 5 de cinco estrellas,5,positive,2,aveces las objeciónes de parte del equipo yapo son raras o poco claras incluso tuve que modificar varias veces el aviso y aun no me cargo las fotos. pero al final el resultado fue bueno la vendí en 3 meses aprox.,aveces las objeciones de parte del equipo yapo son raras o poco claras incluso tuve que modificar varias veces el aviso y aun no me cargo las fotos  pero al final el resultado fue bueno la vendi en 3 meses aprox 
697,697,"Es una buena vitrina, aunque creo que los anuncios se visualizan poco ya que el tiempo que permanecen visibles se pierde , debido a la cantidad de avisos que se publican, y aunque se pague para subir las publicaciones, igual duran poco en vitrina",Calificación: 2 de cinco estrellas,2,negative,0,"es una buena vitrina, aunque creo que los anuncios se visualizan poco ya que el tiempo que permanecen visibles se pierde , debido a la cantidad de avisos que se publican, y aunque se pague para subir las publicaciónes, igual duran poco en vitrina",es una buena vitrina  aunque creo que los anuncios se visualizan poco ya que el tiempo que permanecen visibles se pierde   debido a la cantidad de avisos que se publican  y aunque se pague para subir las publicaciones  igual duran poco en vitrina
698,698,"es buena aplicación, la he usado bastante, pero ahora al parecer tiene una falla, ya que se bloquea al minuto de abrirla, y ya no se puede usar. Arreglen esa falla por favor. La he usado en un celular Motorola.",Calificación: 3 de cinco estrellas,3,neutral,1,"es buena aplicación, la he usado bastante, pero ahora al parecer tiene una falla, ya que se bloquea al minuto de abrirla, y ya no se puede usar. arreglen esa falla por favor. la he usado en un celular motorola.",es buena aplicacion  la he usado bastante  pero ahora al parecer tiene una falla  ya que se bloquea al minuto de abrirla  y ya no se puede usar  arreglen esa falla por favor  la he usado en un celular motorola 
699,699,"En varias ocasiones me sucedió que al publicar o editar un aviso me lo rechazaron. Sugiero que al rechazar una publicación o edición, propongan cómo dejar la publicación o específicamente qué editar para que fuera aceptada. Sería bueno, para poder saber qué es lo incorrecto y corregirlo. Por todo lo demás, Yapo me parece genial, los artículos realmente tienen vistas y se obtienen contactos. Voy a seguir usando la plataforma para otras ventas y compras. Sólo arreglar ese pequeño defecto.",Calificación: 5 de cinco estrellas,5,positive,2,"en varias ocasiones me sucedió que al publicar o editar un aviso me lo rechazaron. sugiero que al rechazar una publicación o edición, propongan cómo dejar la publicación o específicamente qué editar para que fuera aceptada. sería bueno, para poder saber qué es lo incorrecto y corregirlo. por todo lo demás, yapo me parece genial, los artículos realmente tienen vistas y se obtienen contactos. voy a seguir usando la plataforma para otras ventas y compras. sólo arreglar ese pequeño defecto.",en varias ocasiones me sucedio que al publicar o editar un aviso me lo rechazaron  sugiero que al rechazar una publicacion o edicion  propongan como dejar la publicacion o especificamente que editar para que fuera aceptada  seria bueno  para poder saber que es lo incorrecto y corregirlo  por todo lo demas  yapo me parece genial  los articulos realmente tienen vistas y se obtienen contactos  voy a seguir usando la plataforma para otras ventas y compras  solo arreglar ese pequeño defecto 
700,700,"Muy buena app. Pero debiese tener la opcion en filtros de elegir mas de una region al buscar, tambien la opcion de guardar la busqueda para que no se borre cada vez que se ingresa nuevamente.",Calificación: 4 de cinco estrellas,4,positive,2,"muy buena app. pero debiese tener la opción en filtros de elegir mas de una region al buscar, tambien la opción de guardar la busqueda para que no se borre cada vez que se ingresa nuevamente.",muy buena app  pero debiese tener la opcion en filtros de elegir mas de una region al buscar  tambien la opcion de guardar la busqueda para que no se borre cada vez que se ingresa nuevamente 
701,701,"Si me han contactado de trabajos pero sigue siendo un poco informal porque en muchos casos me contactan para trabajos muy indecentes y pienso que si pudiesen colocarle un filtro a ese tema, sería más ameno el uso de la aplicación. Así mismo, sería más fácil contactar al empleador si este, se asegurara de colocar detalladamente un contacto (correo o tlf) que generalmente no lo colocan y uno no puede enviarles el CV. En la búsqueda de arriendos igual, a veces la información no es detallada",Calificación: 2 de cinco estrellas,2,negative,0,"si me han contactado de trabajos pero sigue siendo un poco informal porque en muchos casos me contactan para trabajos muy indecentes y pienso que si pudiesen colocarle un filtro a ese tema, sería más ameno el uso de la aplicación. así mismo, sería más fácil contactar al empleador si este, se asegurara de colocar detalladamente un contacto (correo o tlf) que generalmente no lo colocan y uno no puede enviarles el cv. en la búsqueda de arriendos igual, a veces la información no es detallada",si me han contactado de trabajos pero sigue siendo un poco informal porque en muchos casos me contactan para trabajos muy indecentes y pienso que si pudiesen colocarle un filtro a ese tema  seria mas ameno el uso de la aplicacion  asi mismo  seria mas facil contactar al empleador si este  se asegurara de colocar detalladamente un contacto (correo o tlf) que generalmente no lo colocan y uno no puede enviarles el cv  en la busqueda de arriendos igual  a veces la informacion no es detallada
702,702,"La app funciona bien, el problema ""grave"" a mi modo de ver, es ese algoritmo que rechaza los anuncios por motivos inexistentes y debes estar apelando una y otra vez, he vendido muchas cosas por facebook en minutos, mientras yapo me rechaza los anuncios por errores de su sistema.",Calificación: 3 de cinco estrellas,3,neutral,1,"la app funcióna bien, el problema ""grave"" a mi modo de ver, es ese algoritmo que rechaza los anuncios por motivos inexistentes y debes estar apelando una y otra vez, he vendido muchas cosas por facebook en minutos, mientras yapo me rechaza los anuncios por errores de su sistema.","la app funciona bien  el problema ""grave"" a mi modo de ver  es ese algoritmo que rechaza los anuncios por motivos inexistentes y debes estar apelando una y otra vez  he vendido muchas cosas por facebook en minutos  mientras yapo me rechaza los anuncios por errores de su sistema "
703,703,"Hola, antes de la última actualización funcionaba excelente, ahora no me muestra las miniaturas y al agrandar las imágenes no carga nunca, espero lo puedan solucionar,saludos.",Calificación: 1 de cinco estrellas,1,negative,0,"hola, antes de la última actualización funciónaba excelente, ahora no me muestra las miniaturas y al agrandar las imágenes no carga nunca, espero lo puedan soluciónar,saludos.",hola  antes de la ultima actualizacion funcionaba excelente  ahora no me muestra las miniaturas y al agrandar las imagenes no carga nunca  espero lo puedan solucionar saludos 
704,704,"Actualicé y ahora no se ven fotos de lista principal. Pésimo. Con la última actualización se ven las fotos principales pero al abrir el aviso , siguen sin cargar. No se pueden ver en modo galería. Solucionado sólo parte del problema.",Calificación: 2 de cinco estrellas,2,negative,0,"actualicé y ahora no se ven fotos de lista principal. pésimo. con la última actualización se ven las fotos principales pero al abrir el aviso , siguen sin cargar. no se pueden ver en modo galería. soluciónado sólo parte del problema.",actualice y ahora no se ven fotos de lista principal  pesimo  con la ultima actualizacion se ven las fotos principales pero al abrir el aviso   siguen sin cargar  no se pueden ver en modo galeria  solucionado solo parte del problema 
705,705,"Después de la última actualización del 30 de Octubre no se pueden ver las fotos de las publicaciones, versión 14.3.1.0, antes funcionaba sin problemas, favor corregir a la brevedad!! Saludos",Calificación: 4 de cinco estrellas,4,positive,2,"después de la última actualización del 30 de octubre no se pueden ver las fotos de las publicaciónes, versión 14.3.1.0, antes funciónaba sin problemas, favor corregir a la brevedad!! saludos",despues de la ultima actualizacion del 30 de octubre no se pueden ver las fotos de las publicaciones  version 14 3 1 0  antes funcionaba sin problemas  favor corregir a la brevedad!! saludos
706,706,"La aplicación en si es buena, a pesar que ya no se ven las fotos en la app...mientras solucionan el problema podrían subir nuevamente la que funciona bien hasta que puedan solucionar el problema",Calificación: 4 de cinco estrellas,4,positive,2,"la aplicación en si es buena, a pesar que ya no se ven las fotos en la app...mientras soluciónan el problema podrían subir nuevamente la que funcióna bien hasta que puedan soluciónar el problema",la aplicacion en si es buena  a pesar que ya no se ven las fotos en la app   mientras solucionan el problema podrian subir nuevamente la que funciona bien hasta que puedan solucionar el problema
707,707,"Desde la actualización anterior no se podian ver las fotos del producto en tamaño completo, tampoco en la página principal. Solo al pinchar el anuncio, pero como imagen a tamaño recortado. Ahora sí después de actualizar",Calificación: 5 de cinco estrellas,5,positive,2,"desde la actualización anterior no se podian ver las fotos del producto en tamaño completo, tampoco en la página principal. solo al pinchar el anuncio, pero como imagen a tamaño recortado. ahora sí después de actualizar",desde la actualizacion anterior no se podian ver las fotos del producto en tamaño completo  tampoco en la pagina principal  solo al pinchar el anuncio  pero como imagen a tamaño recortado  ahora si despues de actualizar
708,708,Es rápida y funciona muy bien,Calificación: 5 de cinco estrellas,5,positive,2,es rápida y funcióna muy bien,es rapida y funciona muy bien
709,709,"Estaba bueno, hasta que hace unos dias no comenzo aplicar los filtros y se hace muy incómodo buscar asi:(",Calificación: 3 de cinco estrellas,3,neutral,1,"estaba bueno, hasta que hace unos dias no comenzo aplicar los filtros y se hace muy incómodo buscar asi:(",estaba bueno  hasta que hace unos dias no comenzo aplicar los filtros y se hace muy incomodo buscar asi (
710,710,"es MUY buena app se las recomiendo a Todos y sobre todo, me ayudo a encontrar casa muy rapido, Gracias por crear esta app!!! ♡",Calificación: 5 de cinco estrellas,5,positive,2,"es muy buena app se las recomiendo a todos y sobre todo, me ayudo a encontrar casa muy rapido, gracias por crear esta app!!! ♡",es muy buena app se las recomiendo a todos y sobre todo  me ayudo a encontrar casa muy rapido  gracias por crear esta app!!! ♡
711,711,"Excelente aplicación, siempre compro y vendo cosas por esta app, muy buena! Aunque deberían exigir siempre el número de teléfono que a veces no lo tiene creo, pero lo demás muy bacán.",Calificación: 5 de cinco estrellas,5,positive,2,"excelente aplicación, siempre compro y vendo cosas por esta app, muy buena! aunque deberían exigir siempre el número de teléfono que a veces no lo tiene creo, pero lo demás muy bacán.",excelente aplicacion  siempre compro y vendo cosas por esta app  muy buena! aunque deberian exigir siempre el numero de telefono que a veces no lo tiene creo  pero lo demas muy bacan 
712,712,"Buena aplicación en general, pero desde hace un tiempo no permite ordenar las ofertas por precio, además quisiera saber por qué algunas publicaciones tienen la opción ""comprar"" y mi publicacion no. Saludos",Calificación: 3 de cinco estrellas,3,neutral,1,"buena aplicación en general, pero desde hace un tiempo no permite ordenar las ofertas por precio, además quisiera saber por qué algunas publicaciónes tienen la opción ""comprar"" y mi publicación no. saludos","buena aplicacion en general  pero desde hace un tiempo no permite ordenar las ofertas por precio  ademas quisiera saber por que algunas publicaciones tienen la opcion ""comprar"" y mi publicacion no  saludos"
713,713,"Lo único que falta a esta aplicación es....que cuando un aviso sale rechazado por equivocarnos en la Categoria nos de la alternativa o sugerencia de cual es la correcta, así sería más expedito. Gracias",Calificación: 4 de cinco estrellas,4,positive,2,"lo único que falta a esta aplicación es....que cuando un aviso sale rechazado por equivocarnos en la categoria nos de la alternativa o sugerencia de cual es la correcta, así sería más expedito. gracias",lo unico que falta a esta aplicacion es    que cuando un aviso sale rechazado por equivocarnos en la categoria nos de la alternativa o sugerencia de cual es la correcta  asi seria mas expedito  gracias
714,714,"muy buena app pero desde la última actualización se comenzaron a pixelear las fotos en el momento de publicar un aviso, espero solucionen el problema. por lo demás... todo ok. (versión 13.5.3.0)",Calificación: 4 de cinco estrellas,4,positive,2,"muy buena app pero desde la última actualización se comenzaron a pixelear las fotos en el momento de publicar un aviso, espero soluciónen el problema. por lo demás... todo ok. (versión 13.5.3.0)",muy buena app pero desde la ultima actualizacion se comenzaron a pixelear las fotos en el momento de publicar un aviso  espero solucionen el problema  por lo demas    todo ok  (version 13 5 3 0)
715,715,"Excelente aplicación, sería bastante cómodo que dejen historial de búsqueda y que al momento de querer buscar algo que ya habías buscado te lo sugiera la misma aplicación. Eso y suerte.",Calificación: 5 de cinco estrellas,5,positive,2,"excelente aplicación, sería bastante cómodo que dejen historial de búsqueda y que al momento de querer buscar algo que ya habías buscado te lo sugiera la misma aplicación. eso y suerte.",excelente aplicacion  seria bastante comodo que dejen historial de busqueda y que al momento de querer buscar algo que ya habias buscado te lo sugiera la misma aplicacion  eso y suerte 
716,716,"Un asco la app, si no públicas por un computador tienes que reintentar miles de veces para cuando ""al fin se sube"" el aviso no esté en tu cuenta. Chao de mi cel....puro ocupa espacio y no sirve de nada",Calificación: 1 de cinco estrellas,1,negative,0,"un asco la app, si no públicas por un computador tienes que reintentar miles de veces para cuando ""al fin se sube"" el aviso no esté en tu cuenta. chao de mi cel....puro ocupa espacio y no sirve de nada","un asco la app  si no publicas por un computador tienes que reintentar miles de veces para cuando ""al fin se sube"" el aviso no este en tu cuenta  chao de mi cel    puro ocupa espacio y no sirve de nada"
717,717,"Tiene varios bugs, me aparecen duplicados las ventas. Para seleccionar las fotos deberían poder elegir todas de una vez, como en Marketplace, es muy tedioso subir las fotos una por una.",Calificación: 4 de cinco estrellas,4,positive,2,"tiene varios bugs, me aparecen duplicados las ventas. para selecciónar las fotos deberían poder elegir todas de una vez, como en marketplace, es muy tedioso subir las fotos una por una.",tiene varios bugs  me aparecen duplicados las ventas  para seleccionar las fotos deberian poder elegir todas de una vez  como en marketplace  es muy tedioso subir las fotos una por una 
